x,y,z
924,424,141812983367708498267942666831007057202459354558886953263833223277658525196114003519551116418471942004184601191539094262166460537485590525416453416929473364427849849743600833315151825889043592154525680139765876503569388266265666970077237981829515274335102568192877188951851401208
753,755,47379092172262845921294540053176957863064148471578876072358765808900480733837185251796826441303908628860099203403658239934435426150964794660775368501012608007948455078761288621529091968737745508583465551566054344204493617364966
109,886,649037107316853453566312041152432
-59,-2,0
167,477,187072209578355573530071658587684226515959365500920
481,-185,6243497100631984462763194459586332611497196285329942301718313919250743477639531240240612206126983942319653862242813245790895951358576570612580352
-558,-105,0
843,-185,58652475225036720546649669496166069228998121824605496380296088990333059082962747718339142176408838912879328274880511426712364770830486275482511413333124259062810366582741426385442408983508948533749841936858614266830705773786598571244254795994059356766208
-256,985,-80
-486,78,0
-580,893,-80
-237,-693,0
628,-452,1113877103911668754551067286547922686741510866027480451801560673315252726369306002564920119950530126899082595110740822097336109551117050292542153642510306198303709637294986560078826707091456
566,-886,241533595188578646543459493183249209018682958106652187416077203215719946393097526533512110411370161122653976001968886073585317416315186728483931792091692546793561300926464
824,110,111870718431542817204760874740917337854381793641291611443130662899652593770909781872442516663377454591520935582886717656540612737332317877736113382974861639142628415265543797274479692427652260844707187532155254872952853725026318685997495262134665216
175,-30,47890485652059026823698344598447161988085597568237568
102,991,5070602400912917605986812821424
42,864,4398046511024
923,-884,70906491683854249133971333415503528601229677279443476631916611638829262598057001759775558209235971002092300595769547131083230268742795262708226708464736682213924924871800416657575912944521796077262840069882938251784694133132833485038618990914757637167551284096438594475925700608
-93,123,0
-575,-658,0
-61,827,-80
841,-454,14663118806259180136662417374041517307249530456151374095074022247583264770740686929584785544102209728219832068720127856678091192707621568870627853333281064765702591645685356596360602245877237133437460484214653566707676443446649642811063698998514839191552
675,102,156764265941034957982331212844852467344711417043899710759469297619722251722129607859661177881884230709880082871203965476543290384119266386721367084105368877945996036265148061460008137163052639879920877568
-271,550,-8
-775,717,-26
425,-347,86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442432
584,522,63316582777114760719488645381029680648993625369910231018000142359781689627272157995600998671678219517337003885060131670873949448782528309751691815706084650986651333670066978808
-668,324,-2
-941,-859,0
319,-154,1067993517960455041197510853084776057301352261178326384973520803911109862890320275011481043468288
606,642,265568996408383549344794103276234313664796558863515961599722069100201779930426121369581251132614642834444664743123250507673289668826353619704759989383293675971915635417696609515864038
-174,774,-26
462,-988,11908525658859223294760121268437066290850060053501019099651935423375594096449911575776314174894302258147533153997065059263030913083222523904
806,258,426752923704310673541110514606160499017264532628218122265360499952898383220328452577371660855779474607547514277979727388536883305863639365143254787349173122950090085088896931741637010298356097582653761032696742526828207874398493522634488152062
86,-859,77371252455336267181195264
-441,50,0
-699,-529,0
73,329,9444732965739290427390
-520,-96,0
878,-898,2015283703367863641175612582841936517787350944656835640441744648081489191271686017892521880674961806849191265080479159083871259916315786503793865121700056369432017074581165634798933096605020298206421786911816362015335190936094519572595203013485093980749277423468544
366,-630,150306725297525326584926758194517569752043683130132471725266622178061377607334940381676735896625196994043838464
-547,-451,0
-295,-989,0
-216,-989,0
-417,-625,0
-36,-196,0
680,-617,5016456510113118655434598811035278955030765345404790744303017523831112055108147451509157692220295382716162651878526895249385292291816524375083746691371804094271873160484737966720260389217684476157468082176
-5,730,-25
-486,917,-80
-753,-135,0
-800,-848,0
305,482,65185151242703554760590262029100101153646988597309960020356494379340201592426774597868716024
-264,-661,0
889,-124,4127301024497384737127654569660285988428494734657199391624693039270889863724412964643884811622321780427143710884821317803768340308614730759769835769241715444596770968742227220068214981847081570726751819595399909407406471037121576084674975771617472472574520163263578112
-590,261,-2
