x,y,z
713,970,1203
812,354,885
140,433,455
272,509,577
625,990,1170
261,247,359
463,670,814
945,391,1022
952,354,1015
657,128,669
28,691,691
178,533,561
596,290,662
321,802,863
744,937,1196
946,537,1087
251,656,702
758,551,937
500,112,512
310,770,830
873,706,1122
116,611,621
642,845,1061
568,16,568
929,541,1075
178,281,332
52,894,895
775,409,876
886,501,1017
164,264,310
312,707,772
45,300,303
876,695,1118
630,41,631
486,513,706
766,618,984
425,737,850
936,965,1344
574,257,628
575,301,649
798,801,1130
401,135,423
447,820,933
18,359,359
868,160,882
102,171,199
369,230,434
104,282,300
138,480,499
943,207,965
435,216,485
342,971,1029
936,622,1123
222,929,955
582,940,1105
303,324,443
904,247,937
40,808,808
578,518,776
613,831,1032
569,851,1023
141,610,626
365,913,983
922,876,1271
364,513,629
670,291,730
808,847,1170
278,368,461
852,122,860
174,463,494
337,869,932
680,818,1063
134,911,920
362,24,362
56,42,70
999,14,999
345,782,854
304,636,704
650,913,1120
479,717,862
290,509,585
819,759,1116
605,696,922
361,832,906
432,187,470
436,469,640
311,840,895
161,440,468
114,358,375
284,64,291
680,728,996
867,993,1318
568,424,708
561,619,835
227,250,337
438,55,441
224,995,1019
912,454,1018
409,871,962
949,961,1350
314,627,701
491,442,660
364,835,910
34,171,174
388,276,476
496,479,689
319,967,1018
952,774,1226
414,5,414
442,271,518
368,520,637
15,771,771
542,711,894
478,205,520
926,646,1129
65,462,466
278,564,628
810,314,868
119,875,883
375,380,533
449,869,978
698,766,1036
144,291,324
195,859,880
625,480,788
131,171,215
37,642,643
24,37,44
586,758,958
869,299,919
401,579,704
884,174,900
642,239,685
985,435,1076
338,392,517
905,632,1103
248,734,774
364,570,676
683,667,954
449,587,739
935,330,991
895,781,1187
4,899,899
118,468,482
96,405,416
438,462,636
582,216,620
977,138,986
145,360,388
570,561,799
829,478,956
321,270,419
101,671,678
474,483,676
674,723,988
800,455,920
984,207,1005
888,777,1179
598,538,804
903,628,1099
86,806,810
383,666,768
170,902,917
651,139,665
360,864,936
319,855,912
774,744,1073
610,861,1055
380,12,380
263,758,802
987,693,1205
608,490,780
448,457,639
892,935,1292
949,159,962
947,704,1180
389,48,391
713,437,836
534,292,608
949,785,1231
30,913,913
707,263,754
771,29,771
92,181,203
717,446,844
190,902,921
475,96,484
325,364,487
365,92,376
798,764,1104
950,537,1091
194,647,675
640,562,851
191,484,520
247,689,731
795,340,864
616,101,624
700,66,703
299,455,544
397,136,419
77,886,889
781,133,792
6,658,658
583,160,604
958,904,1317
946,208,968
452,916,1021
782,983,1256
90,109,141
57,803,805
162,395,426
715,930,1173
374,425,566
174,656,678
786,915,1206
856,559,1022
162,114,198
98,261,278
85,196,213
736,961,1210
783,894,1188
490,408,637
835,460,953
612,345,702
761,656,1004
679,584,895
976,638,1166
866,953,1287
78,57,96
142,333,362
830,663,1062
539,273,604
100,201,224
751,199,776
708,632,949
5,816,816
814,119,822
708,11,708
793,541,959
84,766,770
210,211,297
880,478,1001
44,627,628
842,556,1009
566,503,757
252,367,445
977,345,1036
313,80,323
545,122,558
7,516,516
588,337,677
460,257,526
815,714,1083
810,173,828
433,290,521
698,984,1206
503,206,543
813,480,944
570,223,612
910,407,996
477,242,534
625,158,644
594,438,738
598,606,851
643,642,908
374,411,555
455,178,488
503,161,528
573,240,621
357,792,868
970,581,1130
294,56,299
99,953,958
73,677,680
385,941,1016
502,104,512
797,165,813
109,244,267
708,607,932
95,955,959
13,41,43
599,410,725
751,544,927
152,487,510
987,652,1182
339,211,399
223,274,353
936,539,1080
717,773,1054
347,794,866
353,617,710
361,20,361
447,924,1026
485,283,561
788,212,816
548,488,733
106,584,593
116,472,486
567,180,594
638,432,770
701,659,962
435,561,709
488,324,585
847,123,855
969,454,1070
898,239,929
522,569,772
972,30,972
116,210,239
60,588,591
890,397,974
699,584,910
389,49,392
588,950,1117
609,805,1009
339,336,477
152,263,303
282,947,988
319,661,733
261,882,919
889,194,909
422,306,521
810,861,1182
325,563,650
153,227,273
626,26,626
26,871,871
703,367,793
282,958,998
14,641,641
378,836,917
663,572,875
36,985,985
922,289,966
982,69,984
558,957,1107
590,586,831
550,14,550
670,354,757
130,987,995
183,707,730
219,277,353
21,695,695
20,330,330
99,552,560
208,308,371
128,466,483
153,305,341
563,751,938
752,473,888
756,624,980
652,648,919
679,588,898
280,625,684
669,883,1107
951,382,1024
203,98,225
725,222,758
869,96,874
924,265,961
39,518,519
488,346,598
855,10,855
266,795,838
852,445,961
341,537,636
996,412,1077
965,300,1010
139,490,509
31,540,540
824,974,1275
590,566,817
81,515,521
517,950,1081
525,770,931
77,516,521
242,569,618
556,447,713
158,412,441
992,306,1038
408,526,665
272,331,428
490,676,834
595,227,636
349,201,402
677,749,1009
835,235,867
533,175,560
421,792,896
195,449,489
725,859,1124
688,96,694
256,971,1004
605,61,608
438,952,1047
585,777,972
365,865,938
45,580,581
726,373,816
403,878,966
782,680,1036
531,961,1097
314,319,447
599,734,947
698,127,709
871,853,1219
43,378,380
425,89,434
541,834,994
943,633,1135
441,616,757
427,673,797
961,252,993
484,736,880
701,768,1039
338,598,686
198,860,882
410,754,858
924,409,1010
979,3,979
395,625,739
73,406,412
736,112,744
926,900,1291
440,287,525
694,928,1158
857,925,1260
92,337,349
201,141,245
999,766,1258
345,166,382
72,528,532
552,463,720
928,774,1208
776,519,933
938,443,1037
426,446,616
20,494,494
732,801,1085
885,963,1307
657,894,1109
420,919,1010
701,337,777
39,531,532
909,683,1137
957,374,1027
111,232,257
396,182,435
708,238,746
575,904,1071
215,578,616
484,953,1068
871,696,1114
599,677,903
367,624,723
936,792,1226
619,778,994
699,795,1058
127,194,231
802,782,1120
303,541,620
117,716,725
196,947,967
243,826,861
113,397,412
93,858,863
295,130,322
73,143,160
345,282,445
456,405,609
336,352,486
225,451,504
558,107,568
550,587,804
166,978,991
801,762,1105
538,237,587
416,33,417
867,729,1132
716,5,716
670,262,719
890,941,1295
105,555,564
232,989,1015
475,507,694
613,924,1108
582,773,967
717,442,842
861,272,902
178,169,245
883,15,883
78,729,733
416,293,508
606,486,776
445,410,605
506,147,526
934,966,1343
203,354,408
952,366,1019
705,495,861
952,875,1293
559,710,903
116,714,723
502,286,577
228,91,245
768,404,867
232,567,612
899,822,1218
685,84,690
443,860,967
887,849,1227
502,157,525
526,623,815
346,253,428
693,590,910
317,906,959
322,869,926
395,367,539
507,799,946
19,804,804
977,515,1104
606,483,774
335,23,335
45,402,404
554,771,949
506,928,1056
136,129,187
13,720,720
966,296,1010
204,97,225
463,730,864
825,487,958
945,471,1055
542,259,600
757,307,816
972,553,1118
465,671,816
788,255,828
643,533,835
340,301,454
976,346,1035
540,466,713
209,159,262
58,83,101
569,821,998
148,722,737
306,943,991
540,347,641
192,446,485
229,64,237
345,152,377
133,350,374
20,691,691
872,253,907
207,462,506
551,622,830
285,98,301
361,627,723
470,536,712
320,966,1017
375,776,861
251,469,531
310,270,411
956,868,1291
251,973,1004
882,808,1196
499,792,936
243,722,761
604,945,1121
868,146,880
836,544,997
107,848,854
151,148,211
55,134,144
273,342,437
322,39,324
389,253,464
623,122,634
218,195,292
486,54,488
981,616,1158
302,872,922
751,6,751
932,91,936
49,844,845
450,837,950
55,607,609
146,990,1000
677,715,984
271,188,329
239,878,909
699,748,1023
198,663,691
499,112,511
74,109,131
452,882,991
265,11,265
917,74,919
160,291,332
159,580,601
805,984,1271
592,490,768
461,515,691
950,760,1216
462,120,477
594,428,732
997,98,1001
668,706,971
727,703,1011
320,263,414
921,750,1187
795,108,802
967,578,1126
339,748,821
214,140,255
744,419,853
817,780,1129
353,553,656
929,761,1200
173,554,580
780,178,800
42,88,97
907,900,1277
156,882,895
120,159,199
741,288,795
373,725,815
918,575,1083
125,189,226
47,16,49
832,559,1002
281,704,758
463,367,590
85,378,387
975,581,1134
75,454,460
974,378,1044
988,192,1006
605,382,715
277,83,289
843,952,1271
95,537,545
80,748,752
888,895,1260
203,324,382
122,57,134
201,326,382
114,628,638
9,141,141
894,24,894
317,212,381
433,617,753
510,862,1001
377,559,674
38,306,308
624,986,1166
712,669,976
463,136,482
430,866,966
588,378,699
5,6,7
811,372,892
898,51,899
582,142,599
299,149,334
578,470,744
924,722,1172
718,360,803
432,868,969
812,38,812
381,456,594
322,187,372
719,818,1089
366,846,921
543,321,630
116,194,226
387,671,774
538,382,659
94,195,216
68,680,683
1,654,654
820,684,1067
873,111,880
188,296,350
638,390,747
349,951,1013
238,982,1010
551,481,731
861,537,1014
937,550,1086
820,68,822
309,334,455
909,793,1206
778,809,1122
750,107,757
472,288,552
595,323,677
282,98,298
692,523,867
921,550,1072
169,25,170
502,379,629
500,1,500
678,831,1072
880,334,941
147,445,468
789,175,808
938,570,1097
650,588,876
471,484,675
699,214,731
7,922,922
964,428,1054
214,674,707
166,141,217
329,757,825
967,132,975
830,132,840
938,947,1332
329,313,454
932,190,951
648,518,829
92,307,320
308,610,683
233,672,711
411,717,826
313,128,338
12,659,659
913,998,1352
163,726,744
521,267,585
494,507,707
100,769,775
161,186,246
323,85,333
164,563,586
167,18,167
652,907,1117
463,51,465
260,493,557
271,168,318
1000,469,1104
91,196,216
90,922,926
987,254,1019
341,351,489
589,131,603
479,259,544
378,423,567
667,265,717
680,526,859
608,404,729
212,763,791
941,907,1306
642,884,1092
278,806,852
429,172,462
730,422,843
700,262,747
758,945,1211
591,987,1150
499,282,573
849,62,851
258,125,286
226,916,943
436,546,698
924,386,1001
268,654,706
389,773,865
110,426,439
224,672,708
861,532,1012
165,582,604
400,373,546
394,475,617
353,726,807
760,983,1242
228,261,346
415,579,712
526,152,547
970,601,1141
552,941,1090
539,246,592
98,238,257
883,887,1251
569,954,1110
654,122,665
567,668,876
415,483,636
954,331,1009
92,325,337
616,292,681
78,747,751
921,426,1014
700,215,732
629,284,690
399,991,1068
870,409,961
304,843,896
722,133,734
809,126,818
241,550,600
710,319,778
441,929,1028
708,784,1056
889,286,933
921,891,1281
687,685,970
139,131,191
217,42,221
382,194,428
70,251,260
7,428,428
114,280,302
610,735,955
696,508,861
308,224,380
313,34,314
855,12,855
786,25,786
434,409,596
371,625,726
315,725,790
580,414,712
596,395,715
647,709,959
376,85,385
722,558,912
107,811,818
352,351,497
5,805,805
130,905,914
759,974,1234
592,345,685
666,647,928
322,370,490
778,614,991
68,657,660
171,38,175
811,437,921
524,363,637
298,191,353
66,978,980
709,651,962
1,873,873
979,962,1372
266,381,464
941,408,1025
858,24,858
364,682,773
347,941,1002
804,57,806
556,334,648
255,780,820
894,330,952
720,768,1052
138,751,763
385,932,1008
588,275,649
450,124,466
769,791,1103
452,829,944
157,175,235
967,534,1104
55,66,85
761,716,1044
197,819,842
195,797,820
586,19,586
985,242,1014
444,565,718
923,648,1127
560,89,567
863,4,863
807,559,981
554,653,856
169,479,507
498,369,619
804,363,882
176,143,226
610,481,776
787,286,837
298,327,442
899,118,906
28,403,403
310,422,523
553,192,585
357,687,774
147,359,387
972,34,972
251,470,532
669,348,754
521,766,926
662,311,731
330,979,1033
587,286,652
830,440,939
237,51,242
660,607,896
905,653,1115
704,970,1198
300,675,738
359,54,363
116,879,886
855,412,949
917,417,1007
413,655,774
928,610,1110
930,872,1274
340,147,370
311,501,589
712,342,789
594,583,832
407,294,502
386,251,460
531,181,561
548,143,566
677,197,705
215,517,559
777,574,966
23,207,208
983,808,1272
126,358,379
245,955,985
25,208,209
371,893,967
508,160,532
746,202,772
39,730,731
617,64,620
765,300,821
671,740,998
307,901,951
955,893,1307
189,136,232
507,784,933
864,883,1235
518,859,1003
153,45,159
930,861,1267
520,792,947
896,881,1256
684,611,917
996,374,1063
38,663,664
600,173,624
540,698,882
202,636,667
547,788,959
982,860,1305
865,665,1091
511,585,776
140,186,232
965,233,992
664,980,1183
545,809,975
947,385,1022
652,180,676
666,405,779
15,94,95
155,613,632
254,597,648
64,83,104
394,313,503
524,639,826
505,552,748
325,867,925
247,104,268
315,586,665
750,187,772
833,320,892
276,787,833
293,209,359
72,501,506
93,360,371
834,41,835
699,948,1177
575,236,621
119,896,903
834,958,1270
11,409,409
993,320,1043
720,862,1123
109,511,522
418,752,860
913,730,1168
430,823,928
170,355,393
60,200,208
361,653,746
593,486,766
725,67,728
307,544,624
722,7,722
672,510,843
851,218,878
480,20,480
613,928,1112
244,748,786
234,272,358
589,836,1022
399,912,995
87,324,335
105,131,167
165,612,633
570,772,959
230,282,363
390,936,1014
265,806,848
110,65,127
43,163,168
51,314,318
982,474,1090
934,330,990
528,516,738
97,647,654
152,610,628
591,253,642
864,26,864
281,299,410
266,881,920
577,121,589
907,788,1201
857,428,957
509,488,705
570,978,1131
503,546,742
611,245,658
486,28,486
607,86,613
798,1000,1279
339,513,614
238,607,651
40,179,183
823,411,919
211,16,211
405,52,408
889,922,1280
448,203,491
443,783,899
579,602,835
828,379,910
279,158,320
284,814,862
390,645,753
765,643,999
437,66,441
411,998,1079
989,785,1262
209,678,709
20,793,793
254,745,787
996,19,996
33,890,890
333,503,603
157,975,987
959,501,1081
283,89,296
766,484,906
212,7,212
954,334,1010
891,175,908
978,6,978
789,974,1253
560,262,618
119,714,723
221,404,460
165,275,320
879,679,1110
553,735,919
468,804,930
457,914,1021
468,237,524
758,141,771
11,495,495
296,959,1003
875,111,882
95,438,448
611,867,1060
648,538,842
408,882,971
306,254,397
682,399,790
507,919,1049
488,228,538
75,563,567
938,618,1123
975,248,1006
589,909,1083
64,382,387
858,444,966
539,997,1133
587,266,644
374,168,410
367,825,902
215,512,555
814,162,829
63,946,948
363,384,528
283,428,513
10,943,943
975,154,987
635,406,753
598,429,735
936,172,951
881,364,953
963,364,1029
521,191,554
445,647,785
921,817,1231
93,447,456
940,139,950
677,184,701
524,480,710
676,482,830
16,747,747
123,971,978
994,216,1017
332,418,533
698,682,975
461,70,466
792,129,802
937,272,975
257,835,873
928,96,932
730,947,1195
640,785,1012
530,690,870
607,406,730
63,471,475
848,610,1044
912,410,999
382,911,987
53,350,353
366,584,689
603,566,827
501,624,800
567,867,1035
445,63,449
673,716,982
241,248,345
794,453,914
673,782,1031
248,189,311
471,213,516
258,315,407
291,992,1033
789,146,802
431,563,709
273,314,416
861,414,955
14,19,23
135,637,651
980,555,1126
993,553,1136
222,233,321
963,889,1310
328,164,366
31,977,977
680,665,951
38,404,405
306,413,514
246,211,324
110,86,139
225,28,226
800,123,809
249,52,254
515,442,678
828,798,1149
179,117,213
771,599,976
673,188,698
330,63,335
731,143,744
843,53,844
762,909,1186
530,552,765
601,398,720
719,918,1166
974,159,986
312,54,316
383,826,910
574,247,624
375,583,693
167,12,167
502,565,755
858,824,1189
439,899,1000
213,941,964
682,702,978
889,655,1104
135,413,434
52,15,54
349,29,350
787,677,1038
996,585,1155
158,339,374
401,68,406
468,943,1052
922,729,1175
571,865,1036
757,957,1220
495,22,495
722,539,901
916,224,942
108,550,560
80,646,650
778,515,933
393,714,815
407,971,1052
489,764,907
938,364,1006
238,947,976
71,137,154
94,950,954
315,63,321
839,981,1290
86,498,505
746,207,774
210,55,217
571,543,787
638,366,735
336,468,576
439,252,506
832,447,944
985,86,988
578,553,799
46,953,954
567,446,721
705,341,783
364,531,643
248,997,1027
800,583,989
391,104,404
952,470,1061
456,722,853
687,155,704
546,386,668
201,603,635
647,109,656
930,610,1112
515,146,535
178,142,227
947,268,984
406,97,417
194,33,196
728,319,794
196,828,850
760,825,1121
669,241,711
207,795,821
413,285,501
610,564,830
505,631,808
680,883,1114
649,950,1150
129,29,132
206,767,794
268,314,412
893,324,949
203,60,211
212,971,993
658,110,667
173,503,531
665,355,753
1,644,644
448,428,619
213,621,656
989,33,989
527,305,608
419,969,1055
888,883,1252
280,582,645
838,71,841
863,221,890
496,825,962
846,342,912
534,101,543
799,512,948
175,813,831
599,42,600
462,258,529
123,287,312
391,514,645
953,334,1009
666,360,757
11,355,355
189,849,869
690,867,1108
11,247,247
556,79,561
894,585,1068
425,600,735
46,434,436
325,810,872
551,112,562
545,730,911
704,995,1218
920,984,1347
887,596,1068
874,809,1190
329,821,884
522,677,854
401,578,703
978,233,1005
741,969,1219
316,126,340
336,268,429
903,582,1074
705,572,907
388,810,898
908,388,987
626,17,626
621,266,675
659,41,660
304,41,306
468,711,851
288,263,390
83,293,304
276,80,287
479,623,785
264,285,388
765,409,867
552,855,1017
842,500,979
813,288,862
749,492,896
294,349,456
747,271,794
484,301,569
95,990,994
813,559,986
917,893,1279
339,474,582
456,146,478
36,856,856
795,640,1020
647,769,1004
813,11,813
822,685,1070
413,259,487
904,822,1221
431,207,478
94,269,284
661,496,826
526,308,609
481,385,616
404,515,654
921,743,1183
92,840,845
949,143,959
827,978,1280
236,684,723
104,787,793
130,723,734
170,317,359
549,472,724
133,45,140
220,661,696
975,809,1266
85,559,565
725,462,859
289,802,852
581,112,591
887,959,1306
524,510,731
239,320,399
898,444,1001
324,488,585
887,779,1180
465,305,556
242,541,592
904,741,1168
583,938,1104
148,496,517
182,713,735
4,317,317
990,855,1308
976,287,1017
805,365,883
778,617,992
76,668,672
144,174,225
254,498,559
351,986,1046
760,501,910
442,109,455
808,816,1148
155,706,722
277,976,1014
514,900,1036
576,82,581
14,290,290
561,673,876
115,898,905
702,326,774
318,45,321
869,426,967
595,989,1154
178,304,352
197,91,217
864,347,931
104,15,105
541,979,1118
60,730,732
207,161,262
268,618,673
115,510,522
891,385,970
208,312,374
419,221,473
41,53,67
824,290,873
204,718,746
844,114,851
949,129,957
25,784,784
131,925,934
859,372,936
666,140,680
950,317,1001
476,677,827
915,625,1108
52,99,111
328,787,852
736,164,754
449,177,482
506,491,705
275,119,299
142,313,343
317,437,539
736,870,1139
968,944,1352
820,539,981
552,403,683
316,367,484
21,688,688
754,943,1207
60,924,925
325,952,1005
111,351,368
196,914,934
487,658,818
906,816,1219
81,104,131
247,689,731
515,725,889
235,933,962
139,21,140
535,277,602
112,876,883
429,734,850
370,634,734
324,946,999
236,324,400
908,289,952
921,885,1277
450,790,909
535,985,1120
474,165,501
691,969,1190
760,711,1040
850,64,852
578,333,667
980,807,1269
86,799,803
338,558,652
251,739,780
169,108,200
483,664,821
423,981,1068
102,775,781
467,932,1042
139,135,193
259,176,313
307,339,457
7,53,53
621,848,1051
544,588,801
67,630,633
434,751,867
907,351,972
21,732,732
484,99,494
769,632,995
267,543,605
58,942,943
935,318,987
918,952,1322
187,439,477
483,839,968
225,942,968
553,873,1033
373,687,781
136,822,833
395,645,756
366,380,527
517,946,1078
342,894,957
915,358,982
402,108,416
711,221,744
356,497,611
85,720,725
194,165,254
933,825,1245
22,338,338
898,546,1050
522,482,710
692,908,1141
745,855,1134
876,412,968
763,61,765
680,494,840
255,642,690
32,546,546
222,699,733
963,835,1274
314,494,585
678,162,697
228,864,893
590,752,955
807,560,982
746,180,767
406,191,448
843,435,948
476,353,592
950,830,1261
53,66,84
383,949,1023
928,947,1325
427,948,1039
62,887,889
816,700,1075
634,467,787
84,934,937
385,123,404
736,327,805
804,537,966
132,763,774
114,638,648
104,591,600
714,894,1144
604,758,969
73,119,139
927,945,1323
134,814,824
898,575,1066
483,975,1088
221,81,235
795,355,870
540,152,560
785,1,785
284,256,382
990,365,1055
319,511,602
606,363,706
63,558,561
898,61,900
989,525,1119
75,940,942
220,199,296
354,812,885
362,307,474
68,745,748
948,491,1067
329,659,736
734,37,734
439,495,661
966,250,997
426,296,518
381,633,738
559,485,740
939,510,1068
2,668,668
7,909,909
848,339,913
115,922,929
116,966,972
299,326,442
276,27,277
436,96,446
793,357,869
182,174,251
332,810,875
189,842,862
406,544,678
578,148,596
664,770,1016
598,325,680
278,285,398
696,904,1140
497,98,506
713,716,1010
210,792,819
3,193,193
925,64,927
404,269,485
18,527,527
160,314,352
443,968,1064
961,20,961
449,522,688
307,36,309
779,447,898
318,586,666
111,328,346
361,412,547
695,496,853
789,137,800
386,807,894
20,255,255
201,806,830
156,819,833
965,834,1275
380,58,384
459,647,793
372,208,426
955,383,1028
657,223,693
285,532,603
843,793,1157
102,824,830
759,419,866
505,43,506
801,712,1071
938,330,994
278,570,634
733,704,1016
998,46,999
809,805,1141
719,230,754
943,304,990
307,126,331
62,492,495
979,977,1383
903,251,937
708,310,772
203,263,332
78,631,635
508,393,642
357,805,880
630,32,630
617,445,760
355,288,457
452,113,465
241,31,242
600,209,635
797,496,938
974,879,1311
870,767,1159
89,371,381
91,346,357
597,772,975
118,313,334
930,700,1164
659,344,743
78,608,612
650,555,854
435,25,435
969,45,970
758,73,761
808,439,919
316,951,1002
59,738,740
269,119,294
997,856,1314
590,186,618
359,928,995
499,758,907
851,877,1222
376,50,379
356,859,929
729,954,1200
101,395,407
59,995,996
82,762,766
170,590,614
478,277,552
521,667,846
256,940,974
102,744,750
552,912,1066
408,374,553
712,976,1208
514,842,986
217,840,867
91,942,946
609,7,609
154,134,204
263,528,589
330,582,669
356,104,370
847,237,879
571,576,811
159,39,163
839,573,1015
887,851,1229
889,683,1121
567,583,813
645,758,995
532,986,1120
390,845,930
640,411,760
181,483,515
303,527,607
711,215,742
841,307,895
790,850,1160
619,966,1147
76,757,760
229,935,962
270,758,804
55,120,132
357,310,472
871,886,1242
723,886,1143
425,77,431
355,873,942
78,108,133
309,578,655
957,685,1176
199,449,491
796,21,796
534,650,841
466,219,514
209,636,669
996,19,996
293,806,857
423,946,1036
185,303,355
399,875,961
130,798,808
541,155,562
288,621,684
950,830,1261
767,344,840
326,517,611
444,446,629
912,732,1169
814,652,1042
674,825,1065
204,451,494
114,167,202
130,562,576
503,160,527
769,71,772
911,659,1124
650,515,829
74,561,565
342,552,649
889,152,901
773,832,1135
188,359,405
655,48,656
318,253,406
157,578,598
584,913,1083
294,88,306
126,445,462
400,99,412
921,489,1042
825,695,1078
568,724,920
855,402,944
131,595,609
817,307,872
47,368,370
534,28,534
891,403,977
366,368,519
939,486,1057
457,243,517
656,175,678
240,429,491
388,321,503
949,566,1104
61,924,926
933,336,991
777,260,819
467,828,950
72,380,386
93,430,439
780,405,878
908,188,927
1,737,737
799,600,999
292,586,654
327,351,479
890,868,1243
689,155,706
766,142,779
494,349,604
744,581,943
692,317,761
801,834,1156
615,644,890
