x,y,z
-622,-706,-240642549
-297,-538,-26198606
11,684,2020
-351,-331,-43243877
56,-551,175070
-401,-331,-64481527
-302,924,-27542679
331,143,36264839
-798,341,-508169246
-699,498,-341531596
119,-718,1684446
-581,-780,-196123716
883,885,688466277
36,-447,46214
-307,-500,-28934938
-931,522,-806953964
831,-695,573855501
980,-65,941191940
828,125,567663682
-181,-786,-5930522
-192,318,-7077565
416,-101,71991200
28,-869,21088
442,-690,86350203
-332,-809,-36595172
-486,-279,-114791530
333,-692,36925350
-284,91,-22906208
-177,-547,-5545775
-161,-924,-4174200
635,380,256048260
-646,-634,-269586765
162,422,4251955
637,-801,258474057
490,-827,117648178
-39,376,-58938
-389,-38,-58863902
909,989,751090423
709,-520,356400314
833,-825,578008717
-412,526,-69933997
-719,-955,-371695909
-270,-656,-19683651
-776,429,-467288142
-121,-660,-1772216
-231,836,-12325550
374,569,52314198
758,-914,435518603
472,-789,105153264
422,805,75152258
-885,-483,-693154603
915,-704,766060176
771,471,458314487
-200,59,-7999936
-191,494,-6967372
915,-639,766060241
-695,-898,-335703268
-9,-667,-1391
-321,-138,-33076294
-390,717,-59318278
-221,731,-10793125
768,302,452985139
-73,-807,-389819
346,-442,41421299
753,-532,426957250
267,517,19034685
-391,342,-59776124
386,426,57512887
953,-529,865522653
272,-745,20122908
709,-744,356400090
-340,-74,-39304069
736,-782,398687479
140,-55,2743950
-93,-111,-804463
18,223,6060
895,-941,716916439
145,-303,3048327
-317,-140,-31855148
-705,-641,-350403261
468,-423,102502814
-267,49,-19034109
789,613,491169687
-914,715,-763551224
171,530,5000746
-446,843,-88715688
-915,-150,-766061020
-562,380,-177503943
895,675,716918055
-227,-863,-11697941
-116,-464,-1561355
-900,899,-728999096
-607,237,-223648301
-680,-460,-314432455
-56,-307,-175918
811,910,533412646
133,25,2352667
-661,-520,-288805296
-559,-262,-174677136
-979,443,-938313291
-63,279,-249763
-673,198,-304821014
-965,766,-898631354
-484,-99,-113379998
-407,856,-67418282
894,-482,714516507
-227,157,-11696921
490,-796,117648209
-131,-354,-2248440
-4,66,7
-162,516,-4251007
-267,29,-19034129
-980,867,-941191128
-533,899,-151418533
-252,999,-16002004
616,488,233745389
737,-819,400314739
550,-184,166374821
699,218,341532322
33,-9,35933
441,-429,85765697
265,242,18609872
65,-866,273764
853,22,620650504
292,-250,24896843
-991,810,-973241456
-242,-234,-14172717
-683,69,-318611913
-833,-222,-578009754
70,534,343539
267,-474,19033694
-827,707,-565608571
737,769,400316327
2,-860,-847
-962,741,-890276382
728,519,385828876
-42,389,-73694
-875,-723,-669922593
805,-466,521659664
845,-306,603350824
-245,367,-14705753
15,-450,2930
713,-52,362467050
961,-381,887503305
-597,-669,-212776837
-582,949,-197136414
858,476,631629193
-878,4,-676836143
754,-39,428661030
649,-701,273358753
-4,-402,-461
-731,276,-390617610
-659,383,-286190791
-897,-158,-721734426
625,-277,244140353
54,-741,156728
493,559,119823721
526,950,145532531
705,839,350403469
774,-935,463683894
-728,-981,-385829328
-686,-481,-322829332
277,-833,21253105
-894,-726,-714517705
-386,840,-57511611
-11,-313,-1639
524,-274,143877555
-970,-771,-912673766
-744,669,-411830110
374,-247,52313382
99,-650,969654
-470,-118,-103823113
-494,-883,-120554662
382,-964,55742009
869,-22,656234892
76,112,439093
489,375,116930549
-550,-970,-166375965
624,453,242971082
-299,-281,-26731175
-811,304,-533411422
480,933,110592938
-17,-455,-5363
-36,-947,-47598
-95,-589,-857959
-35,-539,-43409
-795,272,-502459598
945,819,843909449
623,753,241805125
-178,-334,-5640081
421,-495,74617971
64,-459,261690
-259,375,-17373599
-865,-572,-647215192
198,957,7763354
-583,582,-198154700
450,557,91125562
281,807,22188853
-931,-117,-806954603
-260,-150,-17576145
-652,513,-277167290
-91,-779,-754345
736,-558,398687703
-895,424,-716916946
104,-119,1124750
-894,-590,-714517569
-388,249,-58410818
561,-565,176557921
-881,83,-683797753
-473,293,-105823519
317,-128,31854890
-547,-549,-163667867
688,-473,325660204
-682,5,-317214558
-878,96,-676836051
-182,589,-6027974
441,-978,85765148
722,389,376367442
-516,-181,-137388272
-402,-155,-64964958
-550,-225,-166375220
-832,764,-575929599
-478,641,-109214706
-925,321,-791452799
193,413,7189475
144,902,2986891
-114,-821,-1482360
-411,-430,-69426956
-574,402,-189118817
-184,983,-6228516
-452,142,-92345261
383,24,56181916
448,833,89916230
-999,-753,-997003747
700,-777,342999228
250,-851,15624154
-603,-600,-219256822
693,-793,332811769
579,-100,194104444
155,-150,3723730
88,-459,681018
-104,-529,-1125388
615,402,232608782
-752,134,-425258869
-617,102,-234885006
427,-121,77854367
-399,171,-63521023
-598,-742,-213847929
357,-452,45498846
788,792,489304669
624,943,242971572
-184,28,-6229471
-355,432,-44738438
392,-800,60235493
-587,-596,-202262594
663,958,291435210
-827,-632,-565609910
594,319,209584908
874,-241,667627388
265,865,18610495
-37,505,-50143
-568,970,-183249457
-500,717,-124999278
873,512,665339134
734,365,395447274
672,-491,303463962
900,10,729000015
-360,446,-46655549
822,-915,555411338
-367,153,-49430705
-366,862,-49027029
788,-992,489302885
-549,54,-165469090
337,-361,38272397
496,962,122024903
362,812,47438745
-597,75,-212776093
545,134,161878764
-997,-380,-991027348
-535,-221,-153130591
-935,556,-817399814
970,267,912673272
355,317,44739197
10,-448,557
-485,-645,-114084765
503,407,127263939
714,-788,363993561
957,-997,876466501
153,-532,3581050
-243,934,-14347968
536,755,153991416
-479,-293,-109902527
491,74,118370850
-715,620,-365525250
544,-296,160988893
-905,551,-741217069
766,329,449455430
912,716,758551249
-217,529,-10217779
124,420,1907049
-265,-550,-18610170
-957,-739,-876468227
984,-968,952762941
881,-978,683796868
-421,-249,-74618705
-782,-423,-478212186
867,-262,651714106
452,726,92346139
-139,31,-2685583
638,764,259694841
-851,588,-616294458
872,-278,663054575
-941,800,-833236816
-730,874,-389016121
-606,559,-222544452
713,948,362468050
-563,483,-178453059
-754,42,-428661017
-632,-439,-252436402
45,798,91928
195,-522,7414358
-455,-171,-94196541
391,-425,59776051
445,829,88121959
330,570,35937575
-384,-75,-56623174
-616,755,-233744136
-809,-828,-529475952
-142,478,-2862805
-297,-673,-26198741
517,573,138188991
986,-170,958585091
-336,-749,-37933800
873,783,665339405
-566,-656,-181322147
183,358,6128850
64,706,262855
47,-624,103204
-263,381,-18191061
944,-805,841231584
774,798,463685627
3,-93,-61
-474,528,-106495891
-269,-650,-19465754
539,-455,156590369
-678,-52,-311665799
-107,-879,-1225917
282,751,22426524
-198,-527,-7762914
784,-842,481889467
129,929,2147623
671,92,302111808
584,871,199177580
507,-257,130323591
-262,911,-17983812
-237,-241,-13312289
-691,-401,-329939767
-417,-252,-72511960
344,-45,40707544
511,138,133432974
740,-634,405223371
839,592,590590316
747,-956,416831772
364,-512,48228037
958,-87,879217830
363,-650,47831502
717,-203,368601615
87,-542,657966
942,-988,835895905
208,-761,8998156
-897,323,-721733945
-100,-639,-1000634
-282,-451,-22426214
-905,-390,-741218010
-588,-135,-203297602
-72,-723,-373966
23,11,12183
-869,-233,-656235137
970,608,912673613
-760,554,-438975441
-804,809,-519717650
-662,-339,-290117862
-771,-886,-458314892
182,214,6028787
714,-89,363994260
-172,365,-5088078
10,-671,334
-852,412,-618469791
608,-292,224755425
-579,-763,-194105297
-875,-762,-669922632
310,-88,29790917
-670,-627,-300763622
-708,9,-354894898
-863,654,-642734988
-165,506,-4491614
530,-774,148876231
837,714,586376972
-267,546,-19033612
-59,-978,-206352
-529,374,-148035510
-522,136,-142236507
19,-309,6555
76,-567,438414
804,358,519718827
-760,682,-438975313
-835,941,-582181929
69,279,328793
-496,-572,-122024503
89,29,705003
784,-172,481890137
687,-620,324242088
-507,-286,-130324124
-939,220,-827935794
835,381,582183261
742,-764,408517729
243,-940,14347972
-149,-636,-3308580
-679,-139,-313046973
-335,490,-37594880
-882,865,-686128098
117,528,1602146
292,-608,24896485
130,183,2197188
-592,301,-207474382
-994,207,-982107572
-651,-429,-275894875
-935,-920,-817401290
-863,148,-642735494
-474,212,-106496207
936,-470,820025391
-847,-731,-607646149
-319,43,-32461711
830,338,571787343
-50,878,-124117
778,-949,470910008
838,479,588480956
921,935,781230901
-231,572,-12325814
536,719,153991380
-249,625,-15437619
271,-875,19901641
-92,435,-778248
-406,350,-66923061
-925,-381,-791453501
-983,-258,-949862340
507,-711,130323137
579,242,194104786
-407,719,-67418419
-910,-37,-753571032
837,192,586376450
-910,-596,-753571591
292,-481,24896612
-767,21,-451217637
-485,-657,-114084777
-830,-397,-571787392
149,-735,3307219
-367,225,-49430633
329,-401,35610893
-342,22,-40001661
1,845,851
-49,-813,-118457
-162,-194,-4251717
471,913,104488029
-990,445,-970298550
83,909,572701
-132,282,-2299681
570,-95,185192910
40,-404,63601
681,-262,315820984
416,-10,71991291
-584,964,-199175735
-563,849,-178452693
-927,552,-796597426
74,-404,404825
-152,788,-3511015
-133,-429,-2353061
-565,462,-180361658
-924,424,-788888595
-194,-458,-7301837
-503,669,-127262853
299,480,26731384
633,-389,253635753
620,-982,238327023
-147,25,-3176493
-579,875,-194103659
1000,921,1000000926
-99,336,-969958
954,-292,868250377
533,45,151419487
427,994,77855482
-749,-585,-420190329
117,989,1602607
83,-43,571749
706,206,351896027
791,-286,494913390
314,-436,30958713
913,-475,761048027
-614,966,-231474573
802,959,515850572
-243,860,-14348042
192,-258,7077635
386,483,57512944
-954,544,-868250115
343,405,40354017
595,844,210645724
292,105,24897198
157,770,3870668
-169,-54,-4826858
749,-958,420188796
326,965,34646946
-303,-13,-27818135
-85,-342,-614462
118,-433,1642604
-157,-933,-3870821
372,366,51479219
796,745,504359086
-1000,-698,-1000000693
82,-526,550847
943,-970,838560842
302,795,27544408
76,728,439709
949,619,854670973
96,278,885019
-311,-687,-30080913
738,-921,401946356
-21,-117,-9373
373,-456,51894666
-783,-447,-480049129
538,-386,155720491
533,-261,151419181
-355,-150,-44739020
-235,-109,-12977979
-935,270,-817400100
-98,-220,-941407
258,394,17173911
-461,-875,-97973051
-760,191,-438975804
-301,-968,-27271864
301,634,27271540
-349,25,-42508519
667,-67,296740901
-113,78,-1442814
-368,-756,-49836783
725,-217,381077913
-627,-622,-246492500
603,-85,219256147
666,893,295409194
347,-489,41781439
-836,762,-584276289
52,327,140940
-880,-341,-681472336
437,861,83454319
-167,-106,-4657564
-24,247,-13572
516,-874,137387227
623,719,241805091
348,168,42144365
-73,620,-388392
816,124,543338625
-228,913,-11851434
-464,971,-99896368
868,173,653972210
-280,-247,-21952242
298,166,26463763
-809,-258,-529475382
-754,-548,-428661607
171,311,5000527
896,708,719323849
-431,-770,-80063756
-429,-34,-78953618
-463,477,-99252365
-827,693,-565608585
852,-822,618469391
-602,-501,-218167704
436,-196,82881665
-530,893,-148876102
-31,730,-29056
-390,0,-59318995
-749,510,-420189234
-837,661,-586375587
-173,264,-5177448
-561,-347,-176558823
-793,-838,-498678090
738,-257,401947020
-880,529,-681471466
988,-534,964429743
-470,785,-103822210
593,761,208528623
-631,-221,-251239807
967,-941,904230127
-512,-555,-134218278
203,482,8365914
-211,-241,-9394167
227,139,11697227
-150,-603,-3375598
-185,677,-6330943
-916,592,-768574699
374,4,52313633
387,808,57961416
723,-917,377932155
341,-131,39651695
614,-969,231474580
-110,647,-1330348
-308,-588,-29218695
-993,334,-979146318
581,823,196123769
120,362,1728367
533,858,151420300
-563,-103,-178453645
9,938,1672
193,-125,7188937
-890,63,-704968932
-163,785,-4329957
546,-142,162771199
130,-752,2196253
401,-390,64480816
31,-156,29640
616,-631,233744270
315,205,31256085
848,-111,609800086
247,46,15069274
300,480,27000485
28,-691,21266
-768,-188,-452985015
573,-857,188131665
-286,-359,-23394010
636,-473,257258988
-817,239,-545338269
807,949,525558897
-768,-695,-452985522
-867,162,-651714196
-986,174,-958585077
-15,-745,-4115
691,466,329939842
-213,424,-9663168
-659,-2,-286191176
166,439,4574740
-65,-806,-275426
-713,754,-362466338
-938,412,-825293255
861,466,638277852
-18,294,-5533
413,-316,70444686
-325,-383,-34328503
-831,415,-573855771
873,614,665339236
341,19,39651845
840,849,592704854
-540,749,-157463246
561,-199,176558287
-839,522,-590589192
-544,701,-160988478
523,164,143055836
274,512,20571341
-754,527,-428660532
-369,-909,-50244313
-141,27,-2803189
335,-164,37595216
-306,-374,-28652985
431,-731,80062265
-754,-185,-428661244
668,802,298078439
-300,431,-26999564
411,-537,69425999
697,-806,338608072
-421,-107,-74618563
854,131,622836000
94,301,830890
-777,-968,-469098396
-106,646,-1190365
821,127,553387793
-626,-80,-245314451
-301,-73,-27270969
-714,194,-363994145
-284,319,-22905980
-147,372,-3176146
21,-327,8939
-617,-501,-234885609
-983,712,-949861370
-216,-344,-10078035
735,230,397065610
406,-559,66922862
902,316,733871129
613,-871,230345531
915,580,766061460
-303,-676,-27818798
924,363,788889392
-565,162,-180361958
-463,298,-99252544
-687,-407,-324243105
-477,-965,-108532293
-638,328,-259693739
865,972,647215602
732,-261,392222912
-375,-240,-52734610
37,-911,49747
727,-10,384240578
-89,339,-704625
-811,-143,-533411869
-730,956,-389016039
465,847,100545477
-13,394,-1798
91,882,754458
-300,627,-26999368
834,-444,580093265
745,826,413494456
302,560,27544173
-638,-404,-259694471
-138,500,-2627567
359,932,46269216
-483,-846,-112679428
-38,-182,-55049
46,-542,96799
340,112,39304117
-371,-110,-51064916
-803,-612,-517782234
-219,288,-10503166
447,-892,89313736
-860,-868,-636056863
-731,538,-390617348
-859,75,-633839699
-346,724,-41421007
187,34,6539242
864,-674,644971875
-67,483,-300275
446,343,88716884
-837,937,-586375311
924,-540,788888489
414,505,70958454
980,657,941192662
-533,867,-151418565
406,-846,66922575
286,-889,23392772
-789,185,-491168879
174,693,5268722
-427,349,-77854129
188,373,6645050
406,-602,66922819
290,-186,24388819
-891,288,-707347678
337,-8,38272750
114,-265,1481284
277,-369,21253569
-696,105,-337153426
655,77,281011457
598,-956,213846241
431,300,80063296
546,55,162771396
858,-58,631628659
279,-101,21717543
-385,-248,-57066868
-332,-792,-36595155
601,655,217082461
-752,-57,-425259060
-103,-732,-1093454
-31,895,-28891
331,-776,36263920
-728,323,-385828024
-254,-531,-16387590
1,-109,-103
-798,-575,-508170162
-944,-905,-841233284
-819,240,-549353014
5,130,260
129,738,2147432
113,534,1443436
466,372,101195073
-595,-639,-210645509
978,-366,935440991
876,384,672221765
-88,-875,-682342
77,510,457048
-657,425,-283592963
-641,469,-263374247
933,302,812166544
39,-584,58740
-646,-534,-269586665
-494,-454,-120554233
-315,536,-31255334
485,-658,114083472
325,-523,34327607
-610,394,-226980601
952,-159,862801254
444,-332,87528057
-795,-777,-502460647
660,-112,287495893
-830,282,-571786713
-161,-883,-4174159
575,-818,190108562
-489,854,-116929310
-240,-680,-13824675
-216,882,-10076809
690,-791,328508214
-472,962,-105153081
-268,-574,-19249401
-141,700,-2802516
323,695,33698967
-7,282,-56
776,515,467289096
907,189,746142837
-956,772,-873722039
53,76,148958
952,-232,862801181
45,642,91772
-830,608,-571786387
657,463,283593861
228,-429,11851928
-802,735,-515848868
314,836,30959985
-912,617,-758549906
-271,-689,-19903195
413,584,70445586
-313,-946,-30665238
-716,-595,-367062286
-195,-194,-7415064
658,253,284890570
-358,-458,-45883165
102,-181,1061032
764,-720,445943029
480,346,110592351
-472,943,-105153100
137,491,2571849
-679,342,-313046492
376,-671,53156710
45,-555,90575
-646,464,-269585667
541,338,158340764
641,241,263374967
947,527,849278655
-360,846,-46655149
82,-611,550762
809,-5,529475129
-754,-366,-428661425
617,345,234885463
-833,-880,-578010412
355,-808,44738072
-371,-37,-51064843
451,678,91734534
132,393,2300366
516,831,137388932
370,155,50653160
974,985,924011414
-938,477,-825293190
863,569,642736221
429,-28,78953566
951,572,860085928
-700,855,-342999140
-487,-664,-115501962
515,454,136591334
420,-646,74087359
367,133,49431001
-193,-493,-7189545
-126,-706,-2001077
-518,938,-138990889
335,16,37595396
-604,-586,-220349445
-164,820,-4410119
66,961,288462
-845,255,-603350865
596,-265,211708476
-909,-504,-751089928
195,116,7414996
-515,-799,-136591669
-62,-104,-238427
-152,381,-3511422
281,217,22188263
313,343,30664645
225,-385,11390245
327,18,34965806
-829,293,-569722491
-370,-270,-50653265
547,743,163668071
-140,634,-2743361
-51,413,-132233
-83,-729,-572511
-955,-378,-870984248
-315,227,-31255643
-84,-652,-593351
-244,-751,-14527530
319,-151,32461613
-144,-746,-2986725
-590,22,-205378973
624,-283,242970346
-196,-152,-7529683
-701,-260,-344472356
730,-239,389016766
325,332,34328462
-979,-84,-938313818
761,-571,440710515
905,490,741218120
470,222,103823227
-797,-804,-506262372
-77,886,-455642
-803,-850,-517782472
-847,64,-607645354
-940,721,-830583274
-896,-871,-719324002
744,826,411831615
335,-1000,37594380
-476,587,-107849584
-838,908,-588479559
956,-768,873722053
-366,-318,-49028209
428,-365,78402392
-153,-414,-3581986
-947,880,-849277238
-880,843,-681471152
-938,-916,-825294583
961,827,887504513
450,-285,91124720
200,35,8000040
424,833,76225862
311,-75,30080161
944,-694,841231695
-595,-81,-210644951
-165,887,-4491233
653,310,278445392
113,-994,1441908
247,-790,15068438
25,93,15723
-751,58,-423564688
73,76,389098
-207,56,-8869682
-921,-28,-781229984
-709,-4,-356400828
-926,-546,-794023317
-112,-775,-1405698
613,346,230346748
142,710,2864003
430,-483,79506522
-154,-528,-3652787
327,-42,34965746
-737,-394,-400315942
-421,-217,-74618673
973,604,921167926
346,418,41422159
770,443,456533448
-566,182,-181321309
-724,552,-379502867
672,-146,303464307
925,148,791453278
323,691,33698963
-878,538,-676835609
477,515,108531853
396,-833,62098308
-626,5,-245314366
-266,-819,-18821910
-166,694,-4573597
664,178,292755127
-759,277,-437245197
449,-598,90518256
731,275,390618171
111,242,1367878
-808,-136,-527514243
162,504,4252037
876,421,672221802
-932,474,-809557089
41,-961,67965
-34,614,-38685
47,267,104095
-868,-224,-653972251
527,-22,146363166
-406,-593,-66924004
-997,-392,-991027360
522,514,142237167
-11,992,-334
148,50,3241847
605,-736,221444394
-838,-381,-588480848
763,453,444195405
-271,-843,-19903349
544,-145,160989044
887,902,697865010
136,-490,2514971
311,-536,30079700
834,232,580093941
-511,-69,-133432895
121,958,1772524
433,251,81182993
-523,-37,-143055699
-19,368,-6486
-999,-419,-997003413
469,-121,103161593
-478,441,-109214906
757,327,433798425
-283,875,-22664307
-373,-990,-51896102
-661,-857,-288805633
432,-874,80620699
-926,492,-794022279
509,-908,131871326
-675,63,-307546807
-988,-751,-964431018
-42,-51,-74134
-525,642,-144702478
430,-952,79506053
441,-25,85766101
348,65,42144262
414,-68,70957881
-888,850,-700226217
641,-477,263374249
673,321,304821543
573,923,188133445
-943,311,-838561491
134,797,2406906
207,431,8870179
-399,282,-63520912
-872,475,-663054368
-970,337,-912672658
-864,-959,-644973498
-717,-382,-368602190
630,-463,250046542
-307,385,-28934053
-258,402,-17173105
767,17,451217685
-853,276,-620650196
999,677,997003681
860,-59,636055946
557,-631,172808067
-479,933,-109901301
-374,-387,-52314006
527,776,146363964
-301,399,-27270497
-428,423,-78402324
-937,610,-822656338
162,-61,4251472
427,-545,77853943
33,-548,35394
664,52,292755001
-290,-166,-24389161
974,649,924011078
-538,511,-155720356
200,582,8000587
-809,348,-529474776
-48,249,-110338
-1,-568,-564
867,219,651714587
-235,-285,-12978155
974,-527,924009902
761,242,440711328
508,-264,131096253
-164,466,-4410473
-76,-706,-439677
-74,306,-404913
728,269,385828626
361,-252,47045634
-853,-663,-620651135
-920,235,-778687760
62,-250,238083
-728,-928,-385829275
-739,215,-403583199
933,454,812166696
-424,947,-76224072
-827,-820,-565610098
360,685,46656690
225,-685,11389945
621,332,239483398
376,351,53157732
-128,945,-2096202
968,753,907039990
851,-35,616295021
742,654,408519147
94,-576,830013
25,-468,15162
-206,-479,-8742290
736,337,398688598
-584,-455,-199177154
601,981,217082787
-986,-388,-958585639
598,-457,213846740
-228,599,-11851748
-827,549,-565608729
487,789,115502097
796,56,504358397
-255,-41,-16581411
-446,636,-88715895
995,-50,985074830
-152,851,-3510952
81,-289,531157
-432,36,-80621527
-52,-130,-140733
670,-505,300762500
920,596,778688601
-250,-249,-15625244
-867,977,-651713381
-852,337,-618469866
859,594,633840378
817,69,545338587
491,321,118371097
931,-71,806954425
393,939,60699401
-872,125,-663054718
-381,954,-55305382
345,489,41064119
-937,-356,-822657304
-8,-662,-1169
-845,449,-603350671
-413,-569,-70445561
-23,279,-11883
-140,971,-2743024
68,499,314936
-797,-7,-506261575
-388,-586,-58411653
-310,672,-29790323
-52,-399,-141002
575,-912,190108468
644,389,267090378
-632,274,-252435689
-362,288,-47437635
182,79,6028652
397,-646,62570132
-273,291,-20346121
-882,-457,-686129420
-310,535,-29790460
552,609,168197222
-734,85,-395446814
-823,414,-557441348
273,835,20347257
67,-939,299829
-772,804,-460098839
750,337,421875342
858,516,631629233
-502,945,-126505058
-376,902,-53156469
40,2,64007
645,-914,268335216
734,712,395447621
590,-977,205378028
189,-368,6750906
-929,462,-801764622
-217,-657,-10218965
-451,-846,-91734692
-554,927,-170030532
-647,673,-270839345
397,-26,62570752
307,-217,28934231
-618,900,-236028127
-262,-713,-17985436
556,-850,171878771
451,-178,91733678
-633,-167,-253636299
-920,524,-778687471
-401,718,-64480478
466,122,101194823
468,-473,102502764
312,-296,30371037
83,928,572720
691,-699,329938677
-258,-639,-17174146
-8,307,-200
983,215,949862307
-666,250,-295408041
-966,-44,-901428735
-235,719,-12977151
-385,-599,-57067219
-615,891,-232607479
-465,430,-100544190
567,105,182284373
-455,478,-94195892
-894,-116,-714517095
93,522,804884
-823,-463,-557442225
161,336,4173622
-214,-246,-9800585
-200,-104,-8000099
-510,-126,-132651121
484,498,113380407
-561,343,-176558133
-332,-276,-36594639
105,-420,1157210
420,837,74088842
492,556,119096049
-85,-638,-614758
468,333,102503570
-547,-221,-163667539
314,314,30959463
816,588,543339089
-8,-181,-688
-156,-610,-3797021
-295,901,-25671469
-808,687,-527513420
319,-184,32461580
-116,-512,-1561403
-989,-668,-967362332
628,-428,247672729
618,-474,236028563
-151,-614,-3443560
-430,279,-79506716
-801,304,-513922092
-146,797,-3111334
804,-862,519717607
-615,550,-232607820
955,810,870984690
-159,304,-4019370
-47,-163,-103981
338,-150,38614327
-863,-968,-642736610
683,-867,318611125
853,-651,620649831
-525,364,-144702756
350,-910,42874095
442,982,86351875
58,187,195304
-291,186,-24641980
613,-426,230345976
-286,-360,-23394011
-201,-701,-8121297
-27,534,-19144
-23,883,-11279
863,925,642736577
-793,490,-498676762
-918,617,-773620010
123,999,1861871
-668,11,-298077616
-568,-503,-183250930
-598,561,-213846626
873,-974,665337648
-583,269,-198155013
-302,-314,-27543917
344,224,40707813
690,-259,328508746
-546,207,-162771124
655,309,281011689
-403,198,-65450624
-668,157,-298077470
988,-700,964429577
-496,-370,-122024301
-293,-442,-25154194
-457,-453,-95444441
-487,538,-115500760
636,40,257259501
622,312,240642165
10,892,1897
977,770,932575608
521,916,141421682
823,-76,557441696
-826,391,-563559580
-866,831,-649461060
-746,632,-415160299
-723,616,-377932446
833,-325,578009217
377,-350,53582288
-321,756,-33075400
786,-795,485586866
-751,-116,-423564862
-291,-923,-24643089
705,645,350403275
85,-679,613451
-165,255,-4491865
-343,-904,-40354506
-932,-39,-809557602
772,397,460100050
633,-192,253635950
335,-74,37595306
468,-381,102502856
-31,162,-29624
892,206,709732499
802,-584,515849029
-546,-204,-162771535
-865,931,-647213689
-259,435,-17373539
-694,616,-334254763
-280,478,-21951517
952,266,862801679
528,681,147198638
-117,747,-1600861
153,-364,3581218
-599,598,-214921196
294,886,25413075
-43,817,-78685
-6,-399,-610
-819,424,-549352830
-618,638,-236028389
515,-788,136590092
-203,476,-8364946
516,1,137388102
-127,-809,-2049187
866,-39,649461862
576,689,191103670
-771,-968,-458314974
828,-153,567663404
974,-518,924009911
222,721,10941774
-369,995,-50242409
-682,405,-317214158
-394,347,-61162632
-739,-784,-403584198
-663,400,-291433842
795,224,502460104
320,-743,32767262
-621,-886,-239483942
-214,-486,-9800825
-920,898,-778687097
253,-443,16193839
285,-232,23148898
790,835,493039840
-580,500,-195111495
100,-778,999227
788,801,489304678
-204,964,-8488695
-962,-594,-890277717
404,999,65940268
174,-287,5267742
407,-351,67418797
424,293,76225322
-673,-991,-304822203
851,-760,616294296
789,-167,491168907
911,-675,756057361
-766,37,-449455054
-136,-817,-2516268
-911,-873,-756058899
-242,-30,-14172513
805,-796,521659334
830,-131,571786874
235,-378,12977502
484,814,113380723
-261,288,-17779288
378,666,54010823
-274,-496,-20571315
-458,-751,-96072658
992,-757,976190736
453,270,92959952
-459,374,-96702200
794,-935,500565254
531,334,149721630
344,178,40707767
-496,-100,-122024031
-280,-667,-21952662
-401,-734,-64481930
-646,15,-269586116
819,821,549354085
-439,178,-84604336
-29,473,-23911
-445,-643,-88121763
-284,206,-22906093
363,-366,47831786
-621,-244,-239483300
442,889,86351782
410,691,68921696
970,-455,912672550
537,-369,154853789
879,421,679151865
901,573,731433279
678,864,311666621
-199,-520,-7881114
312,10,30371343
295,-457,25671923
-981,957,-944075179
-260,-788,-17576783
-270,-987,-19683982
-521,-330,-141421086
-26,768,-16803
-600,934,-215999061
299,508,26731412
785,553,483737183
615,-692,232607688
853,733,620651215
538,700,155721577
735,703,397066083
415,-188,71473192
981,-932,944075214
843,-861,599076251
-810,663,-531440332
-204,-653,-8490312
-582,-221,-197137584
786,-101,485587560
-715,-946,-365526816
280,759,21952764
-38,484,-54383
689,-499,327082275
-476,569,-107849602
-713,-954,-362468046
144,617,2986606
113,-729,1442173
15,321,3701
