x,y,z
-589,802,14055404992898309636021343359799932179481447258013806079539000034713327684085089082231810208786954728084843521985867356788681952989894125301903657256375129768921997438682501708408280385601301195681183859626405261357557617478813117787656071010539626472315420047729712394613359235171367824336997212745911034382974613808719386122617769904731719163188115707122114706675366841800952459625394686176412598722603712233694538541406964409090029656505170672272026200857939851445943372038773812275731970624151482245147581343636089391350036255783625629029994400501319417554278299824382413523432271760418696192295709495017657236892936090744111607770243755349480722798310566628209816259354742498979225931377003864504648936099614910633333676669963292931827067197393722256950087819762885723730403811282430291046729841775279897211665308341482824218274296172760990099199319626266689519758062370307001360462849816097956377164700585947127938927282634447790046395825907070622054894572079198956925612207611369557444126131051954802391969462111228126556835710374768462906703900738304718958066921056510248385435185402305402343793781980990068608781785687150041059469926001140113680796543705644678952346460034607024784789304830160481029453604932287992414533710018565708409299198599899295543504413330435203472064473375567576145899560058686696395847669690301604832941532891702426300847536960761661962463459175009855182529554812029292067220685578167079560811756656565127768671586053538189667269259262413560158004833540293872986870557224165206922449452089965421460343734485376533577757904224796178045359024661980790839602269968462916845118614668626271466662415897893349904688825793332484788099693302321171608140078993555670651160053128985695008367325238394340925608257458769598170400299756772208516648427126059888440169057699862794161799813805798433555124774316219427838409894797354536725442365293726808340392257392507008495364467573141448026537205099272028488473581508038736159410473340698274188744863227051232488702886344154835562810354620583997085018673268440425674992670085835410311138990495521815322618183267284068928469090935091356375967219311700219068709014091381259355565792952405060563848963600807498280733989390453229011384730961267419250733974409223558849946246104019744449266738838012078001806584296793341436264557189001420390730485359693524793032602
-899,-25,-179
691,-408,218
-297,50,8881784197001252323389053344726562499999999999999999999999999999999999999999999999971
519,-411,175
-504,702,1344784563000113214463725707207711375303989104086918238707618236484923741355228740157032672856179110665250328030099257525309886627501403251072165882514744139130846494656183920116069933323585794684046244802471783161351265504258377362400730873135350807896450937610736596954046674636623494899930039698928484233631043978734465956421310806196914510544486547381869274183149508013202644904244873129536059428563242213889311161963149355818469161240629710404822506577055969490040124629279524667119742653209544121629528753260505873591141722564818072269394895990936266938428601401205771686499997932936308681624009991334104824564616455119338713474461591155220173152956585782815711104618390188967063348310378151314002672840190301367102820609710247018115657757805191572644348418849805047106254036823408655311812651693193775508842419975377079076687248885891258208527654006311844909636598029005876755046049231036978521793243418994707009751560746187490289130724312421245986551800578187331844560198799270059754754003452239688148291228585067935199919974050781222075209346639658887470030214777572681053471527077671470021755010086098095278393551632161989602338247744962064170824799728140259474689151786521545625109490617497179242838952774827649847970397868219180220756851352787028532076743472042233888814885375921291050072111673165137003888234156612886178933318312132609003429012204654654946287993060346164686644683413008486800176657910691175322663686389353712574034686588054020703102330380448517923740765802340121181713487541236182821855013693260713942702897227004064306725708181176932615553286992182829532388516704124918951534218254345701284578303784147299722897811861442128491646086370640990011662583207362359296516055288160392130244820354423859241452447494548372455069123853473986749279401756309113839348600055344025761930930461235444228624890066134936481761278682152794921179400178814789857805201250288402164230976140605378353547269616111561946687766838749165257882443528079706981399802519149560982802795742105698224
873,-469,264
101,-776,71
229,165,767097902591885058228143850548089688992186742189221207327506985408122618485138978692342423240242804413713948407379227747824990183734474568994046945220512858107586693763070397127151200380139115955850041006970688519278799742263836268196568912911880847498621047057924465687067674615264372309220062665208628479404901490787104250020089768469233604264445602893829345703228
-419,-130,-59
-703,-35,-130
267,462,11603598866261579814824783041722964615234721009922644401396091866144145811020319455788556327293003824953091992768762260365554890961391787320334680392274117430379253347584491320128616766785039784016962143090247607140084017891302293275550244379029003304510895611147968398751753642987721441417690884095706866251846240529051208719313883784937722359107023285359422219058069246051987188782627869534914942504544933129029858247996494990730137085365699528292864067211168357070701579560665947125233620834762283179665728528304540930599010425615314502573789991779056224408407408027771431531804249895934278326399694939513225035932505267531953331074705163641673739923885986378603226203530640457733631165708743757826726248981818294590563708763469233684792958146461598640869458523573498580714537056879506542708619990426382785399955434237991954053047680060458303543422210083423575112244239484947197841296865930976574369307343210623711297367169250079745142227938975217176690487036121367175192491214825978992804956780839797507143710786443808929360860738748934971781121601085380185895217759214266628816506870203597793339060033911874408776062665120857415527754156713587455118668064901344282657525472060034626183329556677650301775295923724561430603628656
-687,-129,-126
728,607,2486196682906233938814043813348318282801932930346405809577607858888405424045898719162475664179220105650500535085594886841827873798879922835219386876383685751977884654590029891923347623184123118537446771906305254951835627338952623222903991397676194769193592154927384526671072939422889925998387739601100238305007525945714681626628467983617057481744423312888094218183289712636702916229109750008682548832515226859024595260161904736530908093615196091714307627712996059670871128550528024313994807488452282469033011114948491211102797436902358118171229968616752424825050621358309096797858421979375804578256393611040495858938284829719935881293679955261973867993491541012609311498802531551797180165854603450867027209387790455685805821176294023278374452589939385866097827144464781602199895245768746989034703081292794492200328833089175740513386539732274605270816431455650935521085966345306883527260086326284639180925102526281350905518582829285283217186636251585142289935081836990207884007686810304446308423534409606031611153093756120809466099198162178081048150613977076816407199809863341360752231339334758387413632627608832186895604288320699284769589842344918858709562692545735939389218905417231837974477507097228490236270511699663810035928106414683840509112872739987247574672649832718264574754928932067887553186686892318267249044575709191887104188021700969588495546114429023364443405673411942224682895296491146617518342787380094798868393246697665743899502957171388879995237215503510152933141470714872295391532926287121718177680432258928376360500281684882794734573232170770086672041818990919421233373119051562615183259119790052122502563750615739445452241049271384226128179683884961942560917066484989571
10,313,12746109703002632008889687844177003383356184196438376889203110245037465961648964124981076223749500223289781199697216069951403714449204355703210560127755246866120534521961427863116198351965979693980604137846614187055474451810271643948594982787371596676796251141388162983631812565499587116463790579794462599531912574932812901364634886594251718682418230772970474827608179172149652178074092748159997713334136183135645205767361477983753414314622304158485220665043016109249805729529425537559545020394329944171640772153368722246641492505720513201579035422079327685784778999806636006467089440034694887169205873209273419023155412796517633793610438984279564833034071143284244326458520422902338436492705306298219928193213795513096016308040297068762469448765341747383352706249717060033734444201
-86,810,7462172628470801563937803479763136438323761639680889477411465596743555752719917442252306525600748692066374797424794153239133439251368456201010743035606084765457319201612879662661511091809622975205402814566956566582020605151363994733449024037156724073277228937926400271426157202271202053107322170796464801018973067807698802701090591369051002721759536467465288584182171522637376182064172946545309971713508354361076008103443138675090244804837130527603352319294743212281277027716733613423149558946836927027309026075565770586815924751328085756686763320064536391693757795098124734920123963344208633135684906589907890616222161573894416483789163196432230592457051879939346939549993462660855000086979029721320053581599431112758413608931042980327766228116019568617222237610939283459390099441204920144775420305541273888464344863424600863187916194366061295146880460358271808584884180201912633094730784118906319201942595355761024735163704278968950400807410087642035836332544367728163489853971140061743577151098064564623980162192970625673536741506493461177114525677555924250797619346144522691987602550626824889509931228984895992515982224223756486096432584227954585364181774220500301051816311845276366566501336062919453789986248529149299379684895261807759944893712221996903108338487225717526136499994488397602439606506261945759246875577316211197117522340072863979008148310869197356202579354702496254278249830809211887189750033207575781187232191499490937236889292115756211824470786127589570480942274765017975746153855637264573441578617524711774630398119636832801000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024
924,-787,277
-339,687,97561475508532416429270632868893796222910453549455076900318219861124743736904322381379430322160274932302532763942803216009892006095018496530037338014847261570352120233793276900290807205808968808955857534600387283303069305618696536410988388991712473268146514698888431339584730198545474975614711389107569573504889313952841425796571592014725699077028733775672811581852115761108555634996483097519811551713493073889886176328904774435651000938850006877839757165896984692172308595292437389532556787676620805057154482011860727569294746743691456271148562255799913264863095313266922410090457150157201531283863598407688101071675894406645206041339032633254473678940675570842932535599555586883937650404534758667099122476637415917222824802222361334265748877486551739580753158705138664255100585195253046158573521307813134524512317093608495979117203943619453268039911122888933061437467516615863460715215699540146096570147804500093282351054405468983014842449213138242090299133153266338273838034545491054301647318016710905166587012186230835336115366624297223210387771260342944494483934839209123870434161413443786926061777128200516032443236755884022779380167705123792919238308034065893724373522382988257026134366810159529034418686329916356893126151374178089807545979200361006122490703100094690743607322509632832320978588552159466011623540438309292694297810795386761104187469912545191063831550639072079671908079842641776221487661043829789344585116998806871422158061150009746974560467176130327853604747978443764904014429334916596455514815462106210615018355840249276758485126589531711872886223225702786617462533946183258717297329308795725180273881951789861620383740286568083115210616955611394508719834319509095201607258084567171869239546142545205716000835609283532024294671071436441104949605942596585782166346135129267695964595720308612874169807814825000196602563362472177426815376466976714783536801937577720809101163650857523309630203475491120699789371090931167345743144
-111,288,2018535885327493552469658246091370228841562621009006868321547017241396154029992336629328277590830701992652685082548722749727675729982062890981842152696539389287745451597746092487511213261784421474892674871064037936061959197567798793499524506683703223838397365190633712408008060462280110539412694109025176250579547586703687273335275512919348092258600443344459870532648332531186565348098518174197184542115492631990634962471371607739463566120111533201537188181953061895793153397803521816302059144379604699099298977289598186923662542573333507740861955637889106039751966214083622805217704722328885513445539762180841781466839015779018996109918015510360459307844847228218973932991366667763450118189309919735836573714
-225,-385,-11
641,508,3791105237785192827326381601480181050181075433404212935073499988591685130323055091150651755976576590436809564628362798265810218944642817098265074937476094631980807668015814367828427710659986116970795869425836680416603640332184029752945646733093575104506411837882371658396711766032818762792526644989954536425859764335333142287328534419457508915084024342156117286058810729518205602789174788221503885533033180606739682804920563733275863400031134682982483697432136390941697219965149925767854321832391180896416128887050293841489636143512576357189643613528927000914124242461503626662720204192693049621085465590329910017884953762402456319810622419432298409167430774165606621650375704808950712791291320696783450292322076793343331600633984096958996660951876580523921083701891486199105664758450162980669269617273281707486621114779677156667273846832809295068239586498857441079763061422889605627678284953784695206917287901372413471050680801152951877423656421493200129144929235773937415833947777873838639405797664386210392734080815845043653165251644944126135249852324984452211755211944722872121203108663990685011715773738514524893971433501271950230711060628147271208356984023705466352893662490709992074091923728458155583128420190590629373943712284336683586225411949117908198711288190310607135885724615343416494157642878541355247975949095064977959936810169618985655275375298428585132425422
-240,555,120949933268472250819400560534829854466833943586002361059478012034088091107071452814401756225303562642786075490050191651717314558774660342700717848429682522765552581436130198319357237125333921308593819014040705591137037350509956123490702980961421077253485448936666775565169597904009908381766618662611525428848816597692038953067544235658376667439725603825589861444983404610566962318737623143173245659394200355002183689007836477894988039184720543092416506290363384770069721634713734075786817097331007011781314499444875071459716433915648061318674054521496008610403655938167943677360992094799366711762417257856950987760517251665413583210638865630334793262093280371217991003651498803120852035771322439371091045276892180578026754965370778751321353418101456938106611556573884091653899712416996572967800095288783554931661491833643856608791893054879466170203723821347388222121585821409453003142593053689927108933519324282663245318232926986092741579725804626667387591419281789703333124443053011057732754709458231044521444943059780850907784575616885649036981605830152289238571272036935516165394607165416117124021237748869415244794689369343901630138260324667290512020474132013312741388898231109950566717804979057455326657029848399646287250278440111186151708368912572002950373206125947702842756198372314332962926434902109413604060877672324933040731666838047373654632299049111178861527475980052902441521403376826557050705794001788414641333034013535419211992526781940959680354016353118162461932508060236113323071549530141055583953857421861
-722,-141,-135
-144,744,2820096997228388898353105549648914339658467762359394099632870121007330671561911908374001206599473789178097769331370940869997049734782973687246009553169612430103741230625187494854746934529957653335463134719432911662926851291596368499227159955354205117680457257500107819106994067392216305129211751679698213867605924478296750490976592070608442694157382823237920129796105293787144241478333673831948762283366125299595536983659116236031326114605372211316832676905308784924360336984644167915355151697367408074391863879687471257263973906884128089500584978661758198524223627617175698755480842256483954102003490187414970920994907832421309662597471895438873778345962432531712006298944647005050449399564167811457796619475878186166774044819036057228539352520929393289802677410756276492960049974386062485041668921589525227960441439764827063860929813526676762168721991550478789547392628202510086315698281894712978921785596403521851451913348245411105092304503446322760304040175606989858633916970484435431072240671896338021405402736377698700632228650782678754566425819982829322487301587542397107862893971538351490860862680477877437372200125655997927998510166846006992911722908617229035356530564313430766597974008388923820058619743751985940145366374018404353433708509200966752171709759699191810240113450167112873817635049986455631866365360070975262219070941597989748552332047626784245964377396755344859307876188240629822595987537153385311825776480520826431728464610156356422634459303312215332173801666356538610315572729075447345327326682364685152112781110343107137482066079607996612943027922768641551057609343278331035161384635348872461098737497958477902061576154722747938798387164085500575472156582931422048162517154086818186644185958449339095444074982745883473051021696118803961144175010531912387497596443444024047141701475654491766323873655108035574769573897776700438483181635783352113440856146011017111244074773846310238471734936681993368798918746343567682068289863168145754157480425290571057205352897700657326134939557277114031836199335220053279208939903990147814362855202998897286882895890959384858637746514966734072964109252170043100370889391210506
-365,-107,-46
243,825,1187155349068700826849805575702507245896309455009974365076665067868456462599727599713087972037044698997472576870279124372193124808290704760433675259223232483663453671912441214204034870281502183005184472324918375487766931959948825424380931489892886394615916278054434083157692430772906994329381709278387204345138858402209394887252162259201960956047626058705988068461224786200436314166567767574897500130464962820760653141427578050346104131714280565603126978889180481944778530692454979621000600288963721838900099505044527986883888067167045822083636777217289079013687406135459639988083061844739077337818994881855105750547389867035807100512104293204600297687849877161836871604522110765698034289165532794000593589636425607182273661082335874067037104109559215189389431108301930624334702388747510891116358421852226999916376358812084733785694457680708292529434604153147606690845314210155116998582902091625779746620785483045268321621308847975380789139375834887579361281124238677221378653438806160777748959823951825734111161965989999659912828590690553734768252670039142740417441139023491940168942699323439571747198747417166355604777274148900899771683514442067209228185233494704414786377009873032542258822817302640041775531145196444437073380874852494360659867682408175238410375504268560055251250941584459498652883258996775064478879638779718285167343511024327249818095933802028225528065845090366786887926135170436749027825281454783613101450440464617895838298298158549527493847344955019621713647820172960358140192221414485498026994641032801821231653689200634249788933359043450738863675330054264184559005639320711939461514513634290508472353099759771605348084862499296508879366700482620452518877939009806966088397114018832816463764569404528086046478633711118302847868804972130240477164171768364900443017934196877644254294045227549713436931744049768661459269128689182584016456774416105215655515635236658839730408446334120957114075492221300165799172818660396808936067311015553275647983934501119288404543142225747142580608923977733017645772515945121422329289856271299498192131837537287900087223358305440446437908010621582274600454883177463323809740383233739735109368194970989539066023202122059435379021813223537932691649810744324202814754692818332023346124045199060339715770145539279585331117982910688013037854916577754623451033541351408302270762529404506282370819369841215956817774925848019140772748869494535028934478759765731
995,-176,294
435,-437,154
-285,-627,-26
-322,-99,-35
-451,822,105836146290528665919413128732251860871521129933764533310390715612438585788290578726094765977722626646342106068621713366400345193471208663225213924673250485580946628378930484932766264897505706403676865141526219405532531715751635796390225690746674332863898694584779022878061709176353615522923445364871986483150745148093658467097130163000465075940217922015494729366112687019363426174734527191156398676605828388666171116616273634720020142845475059913803232705607056465504752792861250375694511402669845082978036878094323711124566653998274089243075279937426763842619862712168277393718151110455546259229424190613455447485686166449236798749353896952041816828594794611459516894737851851728230914377337135433478288328042303854699978470782021930676896445128587996099766580748570588865404003832829826796157818165611725929042232248738671603933665405119987469066202545471767576379851415660437225056382349377441216225554758287758880866093215847296324086512502665023993132240928888391275737564580067220793484022289517726934288809340955368360954122298636839716525587523542917970916768351743447087691743739833274951600738162717569390085290909159261380340630866014585247449133325672901239457113384560097681984309175161214859266311381323124648380372294963218187899389091337090880006294453275327117107479981015099158954234433379160235737748302859462912497967353199379826887345074654389850842017271031384246813460094413660548936566007216321451387619367074596818317510373916450194831456285168460672482342533453713633481897450375492072370251680983007416260468735643528996087875056231259313565987627923265637286302268635721491251075882426674905127541303995608595097303135800222618688405813156537589589314855389296059830713469176704372430572187476813801817620411353047182594940875207617175292093617843897232952961644625472054792797552325186355105169631772618937113832202092842462910420723179198516436496308207386904844158426594907794892136321943692324820499917527758126969817465312535289353095856792653300784756897786840498992116221116104245932014429459243530950262137487017055957091080934619777262346739145159081326338923016726981494358725820869191070842493303727930501423283496195661613402117357350786824104886735622030868801353609124117353561565541017115277277732130968443678028451726596756090619274009288835264961458765287079180590364099794310976724454598468668119251701304953832898905572202673208472343328390626934717
-901,-974,-180
-777,-977,-149
-508,-73,-81
-458,117,95004860435097989229708941819665817887892120917584441328573136765539820980884760365976845443245748097231609062975003765446819487499872399627778919419535148696839525356324145206813587444655592067071974951387989059168553028838788034239751187808
441,678,374742061762290347544242276869870152633749737567275797328459867500578309654995525367702151785776170944044198502086135140031514207245417362411736172985758811585515735862443929011703211107818502582504683278150869054623368119194091850449567533925564445967299076298286078472875425271227467610436455325774187543924049510617317967814566409638138043870260939995555047911279604024437154977701243357898408421503651417685349796087347071186919604438048087623233097944838038025758514234258160892046409295169095949613222582329654720184366144831618911995707101381352745528766173470255426570521473968496708772089393235446208262097139532277458831833511099362805234768539000360421954288149220473204348828470065732232107924116678130855773729144530646608831020375311724256328008404223284038040192882215724255677627302704527136508922354750463247526284675325624596982525131928447722856527683162449918993789436130901388959802201453324460371443702613667899772091853686986398563959388698306942013141673253880052238990827722618635874428139263415044078809449807677863808287103175276087199503124901177450820087019452042438073213105559886693183426251270474835586158203190881690090871209814683180615907051502763469474627702432265082072435810916835013421285381848240239693088525769115340056078969188637735466259198862590041337264053723293832206892306899665459764964042597424267598884458277101139601031147668552495299160496087439864176973964701303840385313793097527303136319155828629128187030190352077989787659519660682403632802616448532379557384284170460844785938557407461490416343781174469722436075504188920069909187636105774345253846299635963904170599843826978889702873865219667690909204425848217805676193321125272176574029755971004318474162835389530160253174156748680013737471632507994576512890481927743444042291192932339299527607281937665500621359497660253545595123076414194357216369510988397536924712597687473380023120620294093932639281022501020
478,-336,165
518,944,2363538153865896386120342781060777331364429411400914606185283900351688537163003619558222430507713387892384200860467060488809371147596972742348820830058531550005238899209349471433293649825580213002758805609786240405658046677800843133247800609393769914822363073441517759199786458617059647840235856209492542552532651204934319325106429275556851561525054971519064628608200358904566484345736751273665901275413360607881641244760732856016605751270758409810483235649762418151484945506842731137907339384203333533678159907129576552156515304764143542937981029695872201448916497205061105720320023871164021996508960993466928193153807710455292766237097579386514457014745453845553354208208551235075502528099872047556483133063640260350362474705899003088744931323020688008324446196093134978408633790390416874280623098530594717905108488806443134703319604337436697988092593857572462752838079462432174518599669386398739032984438437224421382059948041134888644803258959163553626921525499754230658983838634680079509837685453515442464295967021582247058348890181282140913171886053404807679670269965625809912411060156533309604702064625604379519893154767178147450022727293466336601045120368553981922272326988386677681643796607278979795039741870650013365418269371707785652589946841828916492372092162010701921296392897296825201442825990213120344015479663406562302226823744939135534145999401890372164172448195575500626025270150282306320387814416729698785430073529129272680543354839192650180542050393155389386224779091478131791962876824510662532131574140381669775329986334566319744643255458743137709110614471512682348915190625383837277271783305470936464394680258973720311582197753821816420340477515161350172718635736046131391018353857107668993208211138277337653222254934032195200920269359158418235354766053038852745797394541831694208787959681924004862365676944319955852364981983945804565048945213352908420621318849550370066275668057808626676790681889063274750321271451968798872608355546881638672704600642576691932182538582657232181753003881340083620426124378578666926805556957171714410974840716531944669935687085132236534121906057809453685117458853619247692134498563002753571894724075297972444269021378032962636533985542139740219985952983707316063652171880940292951070835594027971192323544149753225249729574046112028666825843881057812832889450366672891285292840735876589079601979467062309494861096504817594758136692441202370034692487644715860362219139357275179429879720823115215501231443711265875795779583078959674928481785362491370727629940003092205940474724925853785589685120539424644574104390280990151899107549341132662762315259296653602761555530690667696420726288160928074904306856456607866967443118390505860740193936038391665078982889053759214879227854573528869665548021787623812485636868695987214894812242619659686798279039278116765871
756,560,966707578981319702262377771178285736606416029160709504714996269907586668782837310073402209884643572522192761989422880711601840389892345718049535790473829334964073968898752150890146272353492613813158291381661430077402282692030434597792343547264746818083579640566723209589736165337244436307106434481227227404827520746781383807312912809394089762734037670912141220786435559785028708999186882217076118473167749038497516602357390528508185834025407227134092919818868805417625323210353271747673419695625460053478825113466679357718192151467411854634817793324828470132406639567219172351418183083984398034843013833975780884311021119571141400865589251599493820834341456265361805405606385830612228353663143834344970942036390049838412724083748217890859076715547950881124657997808833970886176317645066220640416132026103421873892711786533247575629998262116960993663414045811098854358072217525947024532457088973084771591493735901132931806432730508154241844406807730790945900259860153653681297817600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000235
-149,-289,8
-521,-4,-84
-167,47,3877924263464448622666648186154330754898344901344205917642325627886496385062867
-247,797,289922654722978240441424134353062043085133959853183615499586603449385782644622658051721579475601379426830112100412029118973072101031156085579832540881820243627726443850031563422273359175237709264657463965400984445173163577828466397441938730009722696717021997749255173922411434878461893894029891784560281138123939276121393523960201002173209725046555280824008766386842521717305040305738300949326693505522215941515565529197332455624760825173512398574370414979997718011974236576901953646331072535150861284035721619140578410295685164136180124034050129982961180267196064694364331347791764438841284617683890983261600450705242972084788793232572168743912821053872682726316819231391880639369549516376469727486468136145697430160430960928459235844296721901994049584501927380740888606974547466690386136861424127052236813248403858012435249556397750068762979840567671374028187828914087816068743827330923808343698057152271873212490408985953097017709788270869066885609798765994751462008030462287424245736084604670054259020462477004381346005763340373267594079610078321314946785872613286176402227164537490247503374274795329261394056641464864397171125250892197415146615096346727028191847289920462527971254852662952186774545141031649855096516289105875287931426078651317200102357510428599518435925648478722655649096737558115287944860357040520230351552191955301406118433317930485689613946057518360954726345138810848957189925226586327135811890477384703215913286600895228068289914361069393092776380158060483054180074898373676816267171859967750737981060016693340311247018391887432984201638234064716319168324241872433180489783669045421563511765718164014590357515568454268042519035573543269339719867193647682055576796367892469393918467292899356013875165030656831931452200388993731640264620549311297199373419287916567928005466475685643748893569795532788698676012503196874366159223608335396251762852884925772002357121550088721315579158330301998160110118956878403811418367958560050245166328636589156741677265095876752087654033034500380736586835400294919808281226514695759964303784716955677051346185287165709509810337860853510118248121644520122768813381748326622712218122874643414193682290557795772358452950603598794329564853777836503163996213514116869558024305507458144452243254648977026086728468812843195318712012731300463379747172069897338621
-177,915,5015347976936024513874059708988276248194130727825188195508459006909042345900937082740930760908597501377935994373104650520696420766532966935530578261081661952959370035885694223028740080178303887235243227828038756992805333725041485899085176863266197682023541594957888591040091803434101152119385909967596465021987494968109975426312228203514707530348775483803190151386274832460113869869678948786577708563965070353578853159346910736853880259997134127354643381332166476997209141907835801599289504371341842732959278240384177020652989630162812382979659673164012904811707874780519316731988404839667296303751255270626795688360341138475424242025514571799421356649568477502785455322512195850063611969961778722660539264533856176865480528119104057069483278963546212471885488170918859049419526204685426671234694176088256421709134586864257644878347573287815052947406031135439700058870606328888673017274584948747078308094724366654570723431467638829872071512134452567856557125384505788362851379333815751564760250940393894882554220753808744027556766618740139616321459906548661368875933789746592729983391513379103103158951761362307003822262565037682615264755877300733829367402829087243443419020233825165373375151562690959514641797962114056312116984667386293614970377256060450414185733104519950323685068498176081148999592351389433763805079131380433830739719252433643943901687431649435915205450646955421920294788861165540031849830318263549385171266965235620298892318106193772559040223606283887048205654650238478439334791414115615038406849028938338620151722795529041981220185460552036347111729702715452857829708584918900885027600314458344299253853852194049068304854577538660257810713069188354403693935167089584997204791377818484196216632206733731480369100517391523452855156233015003739654393694952162956113132658707480179383093971844151270862147592649017349979528231024635794528724031547960135053821562268554447765332232843940148151787446149324006347451925846101054194520881016061486934206898192032459287501957152194415717551522187665529984662381745703918647008009898166682029439384765557175791460627501060035224689482111690643862910061849969311802186598159567721554105720082906768858689591471527220512064041653102868811850735121405486320914302165715451989744487768450881105530287329834417380701736756073151633969172850552336277945676713755574813672876079308282001585559135820696731387712292356263289868537969777145815366215730584814492932060949243340468362800593032610576302104059468508759874090952814953650115932413261858321881120687219735530552280372460181535629119815891776125647423560173080267269355338779548743449504254346439410169671062364549655578409562166862276827283426270459454755605566145248985776561312377452850341796876
